"Gene.Symbols","Gene.Name","Gene","AR","AD","XL","IS"
"PBC4","Biliary cirrhosis, primary, 4","","N","N","N","N"
"PPR3","Photoparoxysmal response 3","","N","N","N","N"
"SCA32","Spinocerebellar ataxia 32","SCA32","N","N","N","N"
"GCC1, GCC88","GRIP and coiled-coil domains-containing protein 1","GCC1",,,,
"ARF5","ADP-ribosylation factor 5","ARF5",,,,
"FSCN3","Fascin actin-bundling protein 3, testicular","FSCN3",,,,
"PAX4, MODY9, KPD","Paired box homeotic gene-4","PAX4","N","Y","N","N"
"P100, SND1","EBNA-2 coactivator p100","SND1",,,,
"LRRC4","Leucine-rich repeat-containing protein 4","LRRC4",,,,
"LEP, OB, LEPD","Leptin (murine obesity homolog)","LEP","Y","N","N","N"
"RBM28, ANES","RNA-binding motif protein 28","RBM28","Y","N","N","N"
"IMPDH1, RP10, LCA11","Inosine-5'-monophosphate dehydrogenase, type I","IMPDH1","N","Y","N","N"
"CALU","Calumenin","CALU",,,,
"OPN1SW, BCP, CBT","Blue cone pigment (opsin 1, short-wave-sensitive)","OPN1SW","N","Y","N","N"
"CCDC136, NAG6, KIAA1793","Coiled-coil domain-containing protein 136","CCDC136",,,,
"FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5","Filamin C (actin-binding protein-280)","FLNC","N","Y","N","N"
"KCP","Kielin/chordin-like protein","KCP",,,,
"IRF5, IBD14, SLEB10","Interferon regulatory factor 5","IRF5","N","N","N","N"
"TNPO3, TRNSR, LGMD1F","Transportin 3","TNPO3","N","Y","N","N"
"TSPAN33, PEN","Tetraspanin 33","TSPAN33",,,,
"SMOH, SMO, CRJS","Smoothened, Drosophila, homolog of","SMO","N","N","N","N"
"AHCYL2","Adenosylhomocysteinase-like 2","AHCYL2",,,,
"HYSP3","Hypospadias 3, autosomal","","N","Y","N","N"
"NRF1","Nuclear respiratory factor 1","NRF1",,,,
"MIR182, MIRN182","Micro RNA 182","MIR182",,,,
"MIR96, MIRN96, DFNA50","Micro RNA 96","MIR96","N","Y","N","N"
"MIR183, MIRN183","Micro RNA 183","MIR183",,,,
"UBE2H, UBCH2, UBC8","Ubiquitin-conjugating enzyme E2H (homologous to yeast UBC8)","UBE2H",,,,
"KLHDC10, SLIM","KELCH domain-containing protein 10","KLHDC10",,,,
"CPA2","Carboxypeptidase A2, pancreatic","CPA2",,,,
"CPA4, CPA3","Carboxypeptidase A4","CPA4",,,,
"CPA1","Carboxypeptidase A","CPA1",,,,
"CEP41, TSGA14, JBTS15","Centrosomal protein, 41kD","CEP41","Y","N","N","N"
"MEST, PEG1","Mesoderm specific transcript, mouse, homolog of","MEST",,,,
"COPG2","Coatomer protein complex, subunit gamma-2","COPG2",,,,
"COPG2IT1, CIT1","Coatomer protein complex, subunit gamma-2, intronic transcript 1","COPG2IT1",,,,
"LKF14, BTEB5","Kruppel-like factor 14","KLF14",,,,
"BMIQ1","Body mass index quantitative trait locus 1","BMIQ1","N","N","N","N"
"MIR29A, MIRN29A","Micro RNA 29A","MIR29A",,,,
"MIR29B1, MIRN29B1","Micro RNA 29B1","MIR29B1",,,,
"MKLN1","Muskelin 1","MKLN1",,,,
"PODXL, PCLP","Podocalyxin-like","PODXL",,,,
"PLXNA4","Plexin A4","PLXNA4",,,,
"CHCHD3","Coiled-coil-helix-coiled-coil-helix domain-containing protein 3","CHCHD3",,,,
"EXOC4, SEC8, KIAA1699","Exocyst complex component 4","EXOC4",,,,
"LRGUK","Leucine-rich repeats- and guanylate kinase domain-containing protein","LRGUK",,,,
"SLC35B4","Solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4","SLC35B4",,,,
"AKR1B1, ALDR1","Aldo-keto reductase family 1, member B1","AKR1B1",,,,
"AKR1B10, ARL1","Aldo-keto reductase family 1, member B10","AKR1B10",,,,
"AKR1B15, AKR1B10L, AKR1R1B7","Aldo-keto reductase family 1, member B15","AKR1B15",,,,
"BPGM","2,3-bisphosphoglycerate mutase","BPGM","Y","N","N","N"
"CALD1, CDM","Caldesmon-1","CALD1",,,,
"C7orf49, MRI","Chromosome 7 open reading frame 49","C7orf49",,,,
"WDR91, SORF1","WD repeat-containing protein 91","WDR91",,,,
"STRA8","Stimulated by retinoic acid 8, mouse, homolog of","STRA8",,,,
"CNOT4, NOT4","CCR4-NOT transcription complex, subunit 4","CNOT4",,,,
"NUP205, C7orf14, KIAA0225, NPHS13","Nucleoporin, 205kD","NUP205","N","N","N","N"
"SLC13A4, SUT1","Solute carrier family 13 (sodium/sulfate symporters), member 4 (sulfate transporter 1)","SLC13A4",,,,
"LUZP6, MPD6","Leucine zipper protein 6","LUZP6",,,,
"MTPN","Myotrophin","MTPN",,,,
"CHRM2","Cholinergic receptor, muscarinic, 2","CHRM2",,,,
"MIR490","Micro RNA 490","MIR490",,,,
"PTN, NEGF1","Pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)","PTN",,,,
"DGKI","Diacylglycerol kinase, iota, 130-kD","DGKI",,,,
"CREB3L2, BBF2H7","cAMP response element-binding protein 3-like 2","CREB3L2",,,,
"AKR1D1, SRD5B1, CBAS2","Bile acid synthesis defect, congenital, 2","AKR1D1","Y","N","N","N"
"TRIM24, TIF1, TIF1A, PTC6","Tripartite motif-containing protein 24 (Transcriptional intermediary factor 1)","TRIM24",,,,
"DFNB13","Deafness, autosomal recessive 13","DFNB13","Y","N","N","N"
"DHMN1","Neuronopathy, distal hereditary motor, type I","","N","Y","N","N"
"OTSC2","Otosclerosis 2","OTSC2","N","N","N","N"
"TRBJ@","T-cell receptor beta chain joining gene cluster","",,,,
"TRBV@","T-cell receptor beta chain variable gene cluster","",,,,
"SVOPL","SV2-related protein-like","SVOPL",,,,
"ATP6V0A4, ATP6N1B, VPP2, RTA1C, RTADR","ATPase, H+ transporting, lysosomal V0 subunit a isoform 4","ATP6V0A4","Y","N","N","N"
"KIAA1549","KIAA1549 gene","KIAA1549",,,,
"ZC3HAV1, ZAP, FLJ13288, FLB6421","Zinc finger CCCH domain-containing antiviral protein 1","ZC3HAV1",,,,
"UBN2","Ubinuclein 2","UBN2",,,,
"LUC7L2","Luc7, S. cerevisiae, homolog of, 2","LUC7L2",,,,
"HIPK2","Homeodomain-interacting protein kinase 2","HIPK2",,,,
"TBXAS1, GHOSAL, CYP5, BDPLT14","Thromboxane A synthase 1, platelet","TBXAS1","Y","Y","N","N"
"PARP12, ZC3HDC1, FLJ22693","Poly(ADP-ribose) polymerase family, member 12","PARP12",,,,
"BRAF, NS7","Murine sarcoma viral (v-raf) oncogene homolog B1","BRAF","N","Y","N","N"
"MRPS33","Mitochondrial ribosomal protein S33","MRPS33",,,,
"AGK, MULK, MTDPS10, CATC5, CTRCT38","Acylglycerol kinase","AGK","Y","N","N","N"
"WEE2, WEE1B","Wee1, S. pombe, homolog of, 2","WEE2",,,,
"SSBP1, SSBP","Single-stranded DNA-binding protein 1","SSBP1",,,,
"TAS2R3, T2R3","Taste receptor type 2, member 3","TAS2R3",,,,
"TAS2R4, T2R4","Taste receptor type 2, member 4","TAS2R4",,,,
"TAS2R5, T2R5","Taste receptor type 2, member 5","TAS2R5",,,,
"CLEC5A, CLECSF5, MDL1","C-type lectin domain family 5, member A","CLEC5A",,,,
"TAS2R38, T2R61, PTC","Taste receptor, type 2, member 38","TAS2R38","N","Y","N","N"
"MGAM, MGA","Maltase-glucoamylase","MGAM",,,,
"PRSS1, TRY1","Protease, serine, 1 (trypsin 1)","PRSS1","Y","Y","N","N"
"PRSS2, TRY2","Protease, serine, 2 (trypsin 2)","PRSS2","N","Y","N","N"
"TRBD1","T-cell receptor beta chain diversity gene 1","TRBD1",,,,
"TRBC1","T-cell receptor beta chain constant region 1","TRBC1",,,,
"TRBD2","T-cell receptor beta chain diversity gene 2","TRBD2",,,,
"TRBC2","T-cell receptor beta chain constant region 2","TRBC2",,,,
"EPHB6, HEP","Ephrin receptor EPHB6","EPHB6",,,,
"TRPV6, ECAC2, CAT1, CATL","Transient receptor potential cation channel, subfamily V, member 6","TRPV6",,,,
"TRPV5, ECAC1, CAT2","Transient receptor potential cation channel, subfamily V, member 5","TRPV5",,,,
"KEL","Kell blood group","KEL","N","N","N","N"
"PIP","Prolactin-inducible protein","PIP",,,,
"TAS2R40, T2R40","Taste receptor, type 2, member 40","TAS2R40",,,,
"GSTK1","Glutathione S-transferase, kappa-1","GSTK1",,,,
"TMEM139","Transmembrane protein 139","TMEM139",,,,
"CASP2, NEDD2, ICH1","Caspase 2, apoptosis-related cysteine protease (neural precursor cell expressed, developmentally down-regulated 2)","CASP2",,,,
"CLCN1","Chloride channel-1, skeletal muscle","CLCN1","Y","Y","N","N"
"ZYX","Zyxin","ZYX",,,,
"EPHA1, EPHT1","eph tyrosine kinase 1 (erythropoietin-producing hepatoma amplified sequence; oncogene EPH; ephrin receptor EphA1)","EPHA1",,,,
"D7S437, MS3315","Minisatellite 33.15","",,,,
"GPDS1, PDS1","Glaucoma-related pigment dispersion syndrome-1","GPDS1","N","Y","N","N"
"SLI4","Specific language impairment 4","","N","N","N","N"
"TAS2R60, T2R60","Taste receptor, type 2, member 60","TAS2R60",,,,
"TAS2R41, T2R59","Taste receptor, type 2, member 41","TAS2R41",,,,
"TCAF2, FAM115C, FAM139A","TRPM8 channel-associated factor 2","TCAF2",,,,
"TCAF1, FAM115A, KIAA0738","TRPM8 channel-associated factor 1","TCAF1",,,,
"OR2F1, OLF3","Olfactory receptor, family 2, subfamily F, member 1","OR2F1",,,,
"ARHGEF5, TIM","Rho guanine nucleotide exchange factor-5 (oncogene TIM)","ARHGEF5",,,,
"NOBOX, POF5","Newborn ovary homeobox, mouse, homolog of","NOBOX","N","Y","N","N"
"TPK1, THMD5","Thiamine pyrophosphokinase","TPK1","Y","N","N","N"
"CNTNAP2, CASPR2, NRXN4, CDFE, AUTS15, PTHSL1","Contactin-associated protein-like 2","CNTNAP2","N","N","N","N"
"ACRPS","Acropectoral syndrome","","N","Y","N","N"
"AD10","Alzheimer disease-10","","N","Y","N","N"
"AUTS10","Autism, susceptibility to, 10","","N","N","N","N"
"CUL1","Cullin 1","CUL1",,,,
"EZH2, EZH1, WVS","Enhancer of zeste, Drosophila, homolog of, 2","EZH2","N","Y","N","N"
"RNY5, Y5","RNA, Y5 small cytoplasmic","RNY5",,,,
"RNY4, Y4","RNA, Y4 small cytoplasmic","RNY4",,,,
"RNY3, Y3","RNA, Y3 small cytoplasmic","RNY3",,,,
"RNY1, Y1","RNA, Y1 small cytoplasmic","RNY1",,,,
"ZNF282, HUB1","Zinc finger protein 282","ZNF282",,,,
"ZNF212, ZNFC150, ZNF182","Zinc finger protein 212","ZNF212",,,,
"ZNF746, PARIS","Zinc finger protein 746","ZNF746",,,,
"ZNF467, EZI, ZFP467","Zinc finger protein 467","ZNF467",,,,
"ATP6V0E2","ATPase, H+ transporting, lysosomal, 9kD, V- subunit E2","ATP6V0E2",,,,
"LOC100134040","LOC100134040 gene","",,,,
"ZBED6CL, C7orf29","ZBED6 C terminus-like protein","ZBED6CL",,,,
"RARRES2, TIG2","Retinoic acid receptor responder 2","RARRES2",,,,
"GIMAP8","GTPase, IMAP family, member 8","GIMAP8",,,,
"GIMAP7","GTPase IMAP family, member 7","GIMAP7",,,,
"GIMAP4, IMAP4, IAN1","GTPase, IMAP family, member 4","GIMAP4",,,,
"GIMAP6","GTPase, IMAP family, member 6","GIMAP6",,,,
"GIMAP2, IMAP2","GTPase, IMAP family, member 2","GIMAP2",,,,
"GIMAP1, IMAP1","GTPase, IMAP family, member 1","GIMAP1",,,,
"GIMAP5, IAN4L1, IMAP3","GTPase, IMAP family, member 5","GIMAP5",,,,
"LR8","LR8 protein","TMEM176B",,,,
"TEM176A, HCA112, GS188","Transmembrane protein 176A","TMEM176A",,,,
"ABP1","Amiloride-binding protein-1","AOC1",,,,
"KCNH2, LQT2, HERG, SQT1","Potassium voltage-gated channel, subfamily H, member 2 (human ether-a-go-go-related gene)","KCNH2","N","Y","N","N"
"NOS3","Nitric oxide synthase 3, endothelial cell","NOS3","N","Y","N","N"
"ATG9B, NOS3AS, APG9L2, SONE","Autophagy 9, S. cerevisiae, homolog of, B","ATG9B",,,,
"ABCB8, MABC1","ATP-binding cassette, subfamily B, member 8","ABCB8",,,,
"ACCN3, ASIC3, TNAC1, DRASIC","Cation channel, amiloride-sensitive, neuronal 3","ASIC3",,,,
"CDK5, LIS7","Cyclin-dependent kinase 5","CDK5","Y","N","N","N"
"SLC4A2, AE2, EPB3L1","Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)","SLC4A2",,,,
"FASTK, FAST","Fas-activated serine/threonine kinase","FASTK",,,,
"TMUB1, DULP, SB144, C7orf21","Transmembrane and ubiquitin-like domain-containing protein 1","TMUB1",,,,
"AGAP3, CENTG3, CRAG","ARF GTPase-activating protein with GTPase domain, ankyrin repeat, and pleckstrin homology domain 3","AGAP3",,,,
"GBX1","Gastrulatin brain homeo box 1","GBX1",,,,
"ASB10, GLC1F","Ankyrin repeat- and SOCS box-containing protein 10","ASB10","N","N","N","N"
"ABCF2, HUSSY18","ATP-binding cassette, subfamily F, member 2","ABCF2",,,,
"CHPF2, KIAA1402, CSGlcAT","Chondroitin polymerizing factor 2","CHPF2",,,,
"MIR671","Micro RNA 671","MIR671",,,,
"SMARCD3, BAF60C","SWI/SNF related, matrix-associated, actin-dependent regulator of chromatin, subfamily D, member 3","SMARCD3",,,,
"NUB1","Negative regulator of ubiquitin-like proteins 1","NUB1",,,,
"RHEB, RHEB2","Ras homolog enriched in brain","RHEB",,,,
"PRKAG2, WPWS, CMH6","Protein kinase, AMP-activated, noncatalytic, gamma-2","PRKAG2","N","Y","N","N"
"GALNTL5, GALNACT19","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5","GALNTL5",,,,
"GALNT11, GALNACT11","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11","GALNT11",,,,
"KMT2C, MLL3, KIAA1506","Lysine (K)-specific methyltransferase 2C","KMT2C",,,,
"XRCC2","X-ray repair, complementing defective, repair in Chinese hamster cells-2","XRCC2",,,,
"DPP6, VF2, MRD33","Dipeptidylpeptidase VI","DPP6","N","Y","N","N"
"PAXIP1, PAXIP1L, PTIP","PAX transcription activation domain-interacting protein 1","PAXIP1",,,,
"HTR5A","5-hydroxytryptamine (serotonin) receptor-5A","HTR5A",,,,
"SCZD16, C16DUPq36.3, DUP7q36.3","Chromosome 7q36.3 duplication syndrome, 362kb","","N","N","N","N"
"INSIG1","Insulin-induced gene 1","INSIG1",,,,
"BLACE","B-cell acute lymphoblastic leukemia-expressed gene","BLACE",,,,
"EN2","Engrailed-2","EN2",,,,
"CNPY1","Canopy 1, zebrafish, homolog of","CNPY1",,,,
"SHH, HPE3, HLP3, SMMCI, MCOPCB5","Sonic hedgehog","SHH","N","Y","N","N"
"C7orf13","Chromosome 7 open reading frame 13","C7orf13",,,,
"RNF32","RING finger protein 32","RNF32",,,,
"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS","Limb region 1, mouse, homolog of","LMBR1","Y","Y","N","N"
"NOM1, C7orf3","Nucleolar protein with MIF4G domain 1","NOM1",,,,
"MNX1, HLXB9, HOXHB9, SCRA1","Motor neuron and pancreas homeobox 1","MNX1","N","Y","N","N"
"UBE3C, HECTH2, KIAA0010, KIAA10","Ubiquitin protein ligase E3C","UBE3C",,,,
"DNAJB6, MRJ, DJ4, LGMD1E","DNAJ/HSP40 homolog, subfamily B, member 6","DNAJB6","N","Y","N","N"
"PTPRN2, IAR, ICAAR","Protein-tyrosine phosphatase, receptor-type, N, polypeptide 2","PTPRN2",,,,
"NCAPG2, CAPG2, MTB","Non-SMC condensin II complex subunit G2","NCAPG2",,,,
"ESYT2, FAM62B","Extended synaptotagmin-like protein 2","ESYT2",,,,
"WDR60, SRTD8, SRPS6","WD repeat containing protein 60","WDR60","Y","N","N","N"
"VIPR2","Vasoactive intestinal peptide receptor 2","VIPR2",,,,
"AIS2, VAMAS3","Autoimmune disease, susceptibility to, 2","AIS2","N","N","N","N"
"NHCP2","Nonhistone chromosomal protein-2","",,,,
"DBA2","Diamond-Blackfan anemia 2","","N","N","N","N"
"GEFSP6","Generalized epilepsy with febrile seizures plus, type 6","","N","N","N","N"
"KWE","Keratolytic winter erythema","KWE","N","Y","N","N"
"MYP10","Myopia 10","MYP10","N","N","N","N"
"TDH","L-threonine dehydrogenase, pseudogene","TDH",,,,
"WS2C","Waardenburg syndrome, type 2C","","N","N","N","N"
"FBXO25, FBX25","F-box only protein 25","FBXO25",,,,
"DLGAP2, DAP2","Discs large associated protein 2","DLGAP2",,,,
"CLN8, EPMR","CLN8 gene","CLN8","Y","N","N","N"
"ARHGEF10, KIAA0294, SNCV","Rho guanine nucleotide exchange factor 10","ARHGEF10","N","Y","N","N"
"MYOM2","Myomesin 2","MYOM2",,,,
"CSMD1, KIAA1890","Cub and Sushi multiple domains 1","CSMD1",,,,
"DIH2","Hernia, congenital diaphragmatic 2","","Y","N","N","N"
"SLEB12","Systemic lupus erythematosus, susceptibility to, 12","","N","N","N","N"
"MCPH1","Microcephalin","MCPH1","Y","N","N","N"
"ANGPT2, ANG2","Angiopoietin 2","ANGPT2",,,,
"AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5","AGPAT5",,,,
"DEFB1","Defensin, beta-1","DEFB1",,,,
"DEFA6, DEF6","Defensin, alpha-6, Paneth cell-specific","DEFA6",,,,
"DEFA4, DEF4, HP4","Defensin, alpha-4, corticostatin","DEFA4",,,,
"DEFA1, DEF1, MRS","Defensin, alpha-1, myeloid-related sequence","DEFA1",,,,
"DEFA5, DEF5","Defensin, alpha-5, Paneth cell-specific","DEFA5",,,,
"FAM90A15","Family with sequence similarity 90, member A15","FAM90A15P",,,,
"FAM90A3","Family with sequence similarity 90, member A3","FAM90A3P",,,,
"FAM90A13","Family with sequence similarity 90, member A13","FAM90A13P",,,,
"FAM90A5","FAmily with sequence similarity 90, member A5","FAM90A5P",,,,
"FAM90A20","Family with sequence similarity 90, member A20","FAM90A20P",,,,
"DEFB103A, DEFB3, HBD3, HBP3","Defensin, beta 103A","DEFB103B",,,,
"SPAG11, HE2, EP2","Sperm-associated antigen 11","SPAG11B",,,,
"FAM90A7","Family with sequence similarity 90, member A7","FAM90A7P",,,,
"FAM90A14","Family with sequence similarity 90, member A14","FAM90A14P",,,,
"FAM90A18","Family with sequence similarity 90, member A18","FAM90A18P",,,,
"FAM90A8","Family with sequence similarity 90, member A8","FAM90A8P",,,,
"FAM90A19","Family with sequence similarity 90, member A19","FAM90A19P",,,,
"FAM90A9","Family with sequence similarity 90, member A9","FAM90A9P",,,,
"FAM90A10","Family with sequence similarity 90, member A10","FAM90A10P",,,,
"DEFB4A, DEFB4, DEFB2","Defensin, beta-4a (formerly defensin, beta-2)","DEFB4A",,,,
"FAM90A12","Family with sequence similarity 90, member A12","FAM90A12P",,,,
"CLDN23","Claudin 23","CLDN23",,,,
"MFHAS1, MASL1","Malignant fibrous histiocytoma-amplified sequences with leucine-rich tandem repeats-1","MFHAS1","N","N","N","N"
"PPP1R3B, GL","Protein phosphatase 1, regulatory subunit 3B","PPP1R3B",,,,
"TNKS","TRF1-interacting, ankyrin-related ADP-ribose polymerase (tankyrase)","TNKS",,,,
"MIR124-1, MIR124A","Micro RNA 124-1","MIR124-1",,,,
"PRSS55, TSP1","Protease, serine, 55","PRSS55",,,,
"RP1L1","RP1-like protein 1","RP1L1","N","Y","N","N"
"SOX7","SRY-box 7","SOX7",,,,
"PINX1","PIN2-interacting protein 1","PINX1",,,,
"MTMR9, MTMR8","Myotubularin-related protein 9","MTMR9",,,,
"SLC35G5, AMAC, AMAC1L2","Solute carrier family 35, member G5","SLC35G5",,,,
"FAM167A, C8orf13","Family with sequence similarity 167, member A","FAM167A",,,,
"BLK, MODY11","BLK nonreceptor tyrosine kinase","BLK","N","Y","N","N"
"GATA4, ASD2, VSD1, TACHD, TOF","GATA-binding protein-4","GATA4","N","Y","N","N"
"FDFT1, DGPT","Farnesyl-diphosphate farnesyltransferase 1 (squalene synthase)","FDFT1",,,,
"CTSB, CPSB","Cathepsin B","CTSB",,,,
"USP17L2, DUB3","Ubiquitin specific peptidase 17-like family member 2","USP17L2",,,,
"FAM86B1","Family with sequence similarity 86, member B1","FAM86B1",,,,
"FAM86B2","Family with sequence similarity 86, member B2","FAM86B2",,,,
"ANIB11","Aneurysm, intracranial berry, 11","","N","N","N","N"
"CHDS9","Coronary heart disease, susceptibility to, 9","","N","N","N","N"
"DFNB71","Deafness, autosomal recessive 71","DFNB71","Y","N","N","N"
"MPD3","Myopathy, distal 3","","N","Y","N","N"
"KIAA1456, TRM9L","KIAA1456 gene","KIAA1456",,,,
"DLC1","Deleted in liver cancer 1","DLC1","N","N","N","N"
"SGCZ, ZSG1","Sarcoglycan, zeta","SGCZ",,,,
"TUSC3, M33, D8S1992, MRT7, MRT22","Tumor suppressor candidate 3","TUSC3","Y","N","N","N"
"MSR1, SCARA1, SRA","Macrophage scavenger receptor","MSR1","N","Y","N","N"
"FGF20, RHDA2","Fibroblast growth factor-20","FGF20","Y","N","N","N"
"MICU3, EFHA2","Mitochondrial calcium uptake protein 3","MICU3",,,,
"CNOT7, CAF1","CCR4-NOT transcription complex, subunit 7","CNOT7",,,,
"VPS37A, HCRP1, SPG53","Vacuolar protein sorting 37A","VPS37A","Y","N","N","N"
"MTMR7","Myotubularin-related protein 7","MTMR7",,,,
"SLC7A2, ATRC2, HCAT2","Solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","SLC7A2",,,,
"PDGFRL, PDGRL, PRLTS","Platelet-derived growth factor receptor-like","PDGFRL","N","N","N","N"
"FGL1, HFREP1","Fibrinogen-like 1","FGL1",,,,
"PCM1, PTC4","Pericentriolar material 1","PCM1",,,,
"ASAH1, AC, SMAPME","N-acylsphingosine amidohydrolase (acid ceramidase) 1","ASAH1","Y","N","N","N"
"NAT1, AAC1","Arylamine N-acetyltransferase-1","NAT1",,,,
"NAT2, AAC2","Arylamine N-acetyltransferase-2","NAT2","Y","N","N","N"
"PSD3, HCA67, EFA6R","Pleckstrin and Sec7 domains-containing protein 3","PSD3",,,,
"SCZD6","Schizophrenia susceptibility locus, chromosome 8p-related","SCZD6","N","Y","N","N"
"SH2D4A, SH2A, PPP1R38","SH2 domain-containing protein 4A","SH2D4A",,,,
"CSGALNACT1","Chondroitin sulfate N-acetylgalactosaminyltransferase 1","CSGALNACT1",,,,
"INTS10, INT10","Integrator complex subunit 10","INTS10",,,,
"LPL, LIPD, HDLCQ11","Lipoprotein lipase","LPL","Y","Y","N","N"
"SLC18A1, VMAT1, VAT1, CGAT","Solute carrier family 18 (vesicular monoamine), member 1","SLC18A1",,,,
"ATP6B1B2, ATP6B2, VPP3, DOOD, ZLS2","ATPase, H+ transporting, lysosomal, V1 subunit B, isoform 2","ATP6V1B2","N","Y","N","N"
"LZTS1, F37, FEZ1","Leucine zipper, putative tumor suppressor 1","LZTS1","N","Y","N","N"
"GFRA2, GDNFRB","GDNF family receptor alpha-2","GFRA2",,,,
"DOK2, P56DOK","Docking protein 2","DOK2",,,,
"XPO7, RANBP16, KIAA0745","Exportin 7","XPO7",,,,
"NPM2","Nucleophosmin/nucleoplasmin family, member 2","NPM2",,,,
"FGF17, HH20","Fibroblast growth factor 17","FGF17","N","Y","N","N"
"EPB49, DMT","Erythrocyte membrane protein band 49 (dematin)","DMTN",,,,
"NUDT18, MTH3","Nucleoside diphosphate-linked moiety X motif 18","NUDT18",,,,
"HR, AU, MUHH1, HYPT4","Hairless, mouse, homolog of","HR","Y","Y","N","N"
"REEP4, C8orf20","Receptor expression-enhancing protein 4","REEP4",,,,
"LGI3","Leucine-rich gene, glioma-inactivated, 3","LGI3",,,,
"SFTPC, SFTP2, SMDP2","Surfactant, pulmonary-associated protein C (pulmonary surfactant apoprotein-2, SP-C)","SFTPC","N","Y","N","N"
"BMP1, OI13","Bone morphogenetic protein-1","BMP1","Y","N","N","N"
"MIR320A, MIRN320A","Micro RNA 320A","MIR320A",,,,
"POLR3D, BN51T, TSBN51","Polymerase III, RNA, subunit D","POLR3D",,,,
"PIWIL2, MILI","PIWI-like 2","PIWIL2",,,,
"SLC39A14, ZIP14, KIAA0062, HMNDYT2","Solute carrier family 39 (zinc transporter), member 14","SLC39A14","Y","N","N","N"
"PPP3CC, CALNA3","Protein phosphatase-3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)","PPP3CC",,,,
"SORBS3, SCAM1, SH3D4","Sorbin and SH3 domains-containing 3","SORBS3",,,,
"PDLIM2, MYSTIQUE","PDZ and LIM domain protein 2","PDLIM2",,,,
"DBC1, KIAA1967","Deleted in breast cancer 1","CCAR2",,,,
"BIN3","Bridging integrator 3","BIN3",,,,
"EGR3","Early growth response 3","EGR3",,,,
"PEPB4, CORK1","Phosphatidylethanolamine-binding protein 4","PEBP4",,,,
"RHOBTB2, DBC2, KIAA0717","Rho-related BTB domain-containing protein 2","RHOBTB2",,,,
